run_key,true,pred,cas,hitk,cos_to_cn,cos_to_mci,cos_to_ad
Ours (Atlas+AnatDist)__seed375__fold0,1,1,0.275037,0.000000,0.980005,0.982823,0.988356
Ours (Atlas+AnatDist)__seed375__fold0,1,1,0.273516,0.200000,0.993584,0.994937,0.989241
Ours (Atlas+AnatDist)__seed375__fold0,0,1,0.279697,0.200000,0.985774,0.988268,0.990747
Ours (Atlas+AnatDist)__seed375__fold0,1,1,0.269760,0.200000,0.995751,0.995871,0.979934
Ours (Atlas+AnatDist)__seed375__fold0,1,1,0.273487,0.200000,0.994888,0.994957,0.977936
Ours (Atlas+AnatDist)__seed375__fold0,0,1,0.280634,0.400000,0.991195,0.992258,0.986019
Ours (Atlas+AnatDist)__seed375__fold0,2,0,0.270178,0.200000,0.995861,0.995837,0.977201
Ours (Atlas+AnatDist)__seed375__fold0,1,1,0.274635,0.000000,0.996396,0.997095,0.987004
Ours (Atlas+AnatDist)__seed375__fold0,1,1,0.268365,0.200000,0.989920,0.991637,0.986473
Ours (Atlas+AnatDist)__seed375__fold0,1,0,0.279371,0.200000,0.994891,0.995990,0.991382
Ours (Atlas+AnatDist)__seed375__fold0,2,2,0.280430,0.000000,0.969630,0.973424,0.991569
Ours (Atlas+AnatDist)__seed375__fold0,1,1,0.277780,0.200000,0.992895,0.994320,0.990563
Ours (Atlas+AnatDist)__seed375__fold0,2,2,0.272498,0.000000,0.971365,0.975168,0.990749
Ours (Atlas+AnatDist)__seed375__fold0,1,1,0.271403,0.200000,0.995627,0.995628,0.978333
Ours (Atlas+AnatDist)__seed375__fold0,1,0,0.271631,0.000000,0.996338,0.996292,0.979251
Ours (Atlas+AnatDist)__seed375__fold0,2,2,0.279625,0.000000,0.966355,0.970380,0.991099
Ours (Atlas+AnatDist)__seed375__fold0,2,1,0.276794,0.200000,0.993245,0.994503,0.989059
Ours (Atlas+AnatDist)__seed375__fold0,1,1,0.278366,0.400000,0.993289,0.993761,0.982378
Ours (Atlas+AnatDist)__seed375__fold0,0,1,0.276904,0.000000,0.990677,0.992721,0.994721
Ours (Atlas+AnatDist)__seed375__fold0,1,0,0.277759,0.200000,0.995523,0.995295,0.977935
Ours (Atlas+AnatDist)__seed375__fold0,2,2,0.268472,0.200000,0.974902,0.978235,0.988500
Ours (Atlas+AnatDist)__seed375__fold0,1,1,0.270023,0.200000,0.990393,0.991883,0.985018
Ours (Atlas+AnatDist)__seed375__fold0,0,0,0.277853,0.000000,0.995489,0.996613,0.991881
Ours (Atlas+AnatDist)__seed375__fold0,1,0,0.280423,0.000000,0.994121,0.995535,0.994392
Ours (Atlas+AnatDist)__seed375__fold0,2,2,0.281347,0.400000,0.990956,0.993023,0.996313
Ours (Atlas+AnatDist)__seed375__fold1,1,1,0.291826,0.400000,0.993102,0.994196,0.989251
Ours (Atlas+AnatDist)__seed375__fold1,2,2,0.275190,0.000000,0.980754,0.982920,0.993690
Ours (Atlas+AnatDist)__seed375__fold1,1,1,0.304018,0.600000,0.983605,0.984641,0.978785
Ours (Atlas+AnatDist)__seed375__fold1,0,1,0.303960,0.600000,0.985310,0.986234,0.980046
Ours (Atlas+AnatDist)__seed375__fold1,1,0,0.284005,0.200000,0.994391,0.995096,0.987840
Ours (Atlas+AnatDist)__seed375__fold1,1,1,0.291007,0.400000,0.983046,0.983529,0.971194
Ours (Atlas+AnatDist)__seed375__fold1,1,1,0.307851,0.600000,0.982997,0.984567,0.983173
Ours (Atlas+AnatDist)__seed375__fold1,0,0,0.297167,0.400000,0.990930,0.992007,0.990654
Ours (Atlas+AnatDist)__seed375__fold1,0,0,0.299051,0.600000,0.990002,0.991499,0.992130
Ours (Atlas+AnatDist)__seed375__fold1,2,2,0.278884,0.000000,0.980984,0.983866,0.996487
Ours (Atlas+AnatDist)__seed375__fold1,1,0,0.294654,0.400000,0.990971,0.992645,0.994970
Ours (Atlas+AnatDist)__seed375__fold1,2,1,0.290015,0.400000,0.993389,0.994178,0.986928
Ours (Atlas+AnatDist)__seed375__fold1,0,0,0.297506,0.200000,0.988043,0.989447,0.988902
Ours (Atlas+AnatDist)__seed375__fold1,2,2,0.276718,0.200000,0.982162,0.983680,0.988675
Ours (Atlas+AnatDist)__seed375__fold1,0,0,0.285886,0.200000,0.993122,0.993932,0.987524
Ours (Atlas+AnatDist)__seed375__fold1,1,0,0.281517,0.200000,0.988943,0.990083,0.986385
Ours (Atlas+AnatDist)__seed375__fold1,0,0,0.281972,0.200000,0.996220,0.996628,0.987777
Ours (Atlas+AnatDist)__seed375__fold1,0,0,0.299829,0.400000,0.991383,0.992234,0.988484
Ours (Atlas+AnatDist)__seed375__fold1,1,1,0.285768,0.200000,0.994149,0.995287,0.993446
Ours (Atlas+AnatDist)__seed375__fold1,0,1,0.292582,0.400000,0.988949,0.989209,0.975377
Ours (Atlas+AnatDist)__seed375__fold1,1,1,0.300702,0.800000,0.987453,0.988610,0.983610
Ours (Atlas+AnatDist)__seed375__fold1,0,0,0.292147,0.400000,0.987760,0.989127,0.986167
Ours (Atlas+AnatDist)__seed375__fold1,0,1,0.298704,0.400000,0.984715,0.985724,0.978403
Ours (Atlas+AnatDist)__seed375__fold1,2,1,0.286195,0.200000,0.994321,0.995166,0.988506
Ours (Atlas+AnatDist)__seed375__fold1,2,2,0.280523,0.400000,0.980994,0.983688,0.996106
Ours (Atlas+AnatDist)__seed375__fold1,1,0,0.288162,0.200000,0.993603,0.994660,0.990527
Ours (Atlas+AnatDist)__seed375__fold1,1,1,0.294901,0.600000,0.985653,0.988185,0.995780
Ours (Atlas+AnatDist)__seed375__fold1,1,2,0.284173,0.400000,0.981567,0.984280,0.996363
Ours (Atlas+AnatDist)__seed375__fold1,2,0,0.280727,0.000000,0.993318,0.993950,0.990334
Ours (Atlas+AnatDist)__seed375__fold1,1,1,0.293181,0.400000,0.988457,0.989412,0.982632
Ours (Atlas+AnatDist)__seed375__fold1,1,0,0.293074,0.400000,0.991009,0.992102,0.987624
Ours (Atlas+AnatDist)__seed375__fold1,1,1,0.292672,0.400000,0.979503,0.980352,0.972103
Ours (Atlas+AnatDist)__seed375__fold1,1,0,0.298768,0.400000,0.989384,0.990590,0.988426
Ours (Atlas+AnatDist)__seed375__fold1,1,1,0.308343,0.600000,0.978887,0.981442,0.985747
Ours (Atlas+AnatDist)__seed375__fold1,0,2,0.285013,0.200000,0.992584,0.993622,0.993300
Ours (Atlas+AnatDist)__seed375__fold1,1,0,0.280545,0.200000,0.994432,0.995268,0.991292
Ours (Atlas+AnatDist)__seed375__fold1,0,1,0.291635,0.400000,0.992603,0.993208,0.986224
Ours (Atlas+AnatDist)__seed375__fold1,0,0,0.298786,0.400000,0.990174,0.991513,0.990044
Ours (Atlas+AnatDist)__seed375__fold1,1,2,0.295213,0.600000,0.987134,0.989534,0.996626
Ours (Atlas+AnatDist)__seed375__fold1,0,0,0.289863,0.400000,0.994234,0.994627,0.985575
Ours (Atlas+AnatDist)__seed375__fold1,1,0,0.295185,0.400000,0.993230,0.994046,0.990749
Ours (Atlas+AnatDist)__seed375__fold1,1,1,0.290501,0.400000,0.993158,0.994180,0.987768
Ours (Atlas+AnatDist)__seed375__fold1,1,1,0.293935,0.600000,0.988077,0.990313,0.996670
Ours (Atlas+AnatDist)__seed375__fold1,1,1,0.304445,0.600000,0.979991,0.981653,0.978263
Ours (Atlas+AnatDist)__seed375__fold1,1,1,0.292736,0.400000,0.988485,0.989295,0.980728
Ours (Atlas+AnatDist)__seed375__fold1,1,1,0.304314,0.600000,0.984612,0.986084,0.989687
Ours (Atlas+AnatDist)__seed375__fold1,0,0,0.296479,0.200000,0.981534,0.983075,0.981948
Ours (Atlas+AnatDist)__seed375__fold1,1,1,0.309642,0.600000,0.979040,0.980136,0.978154
Ours (Atlas+AnatDist)__seed375__fold1,2,2,0.289202,0.400000,0.987870,0.990132,0.997405
Ours (Atlas+AnatDist)__seed375__fold1,1,1,0.304096,0.400000,0.985216,0.986090,0.983014
Ours (Atlas+AnatDist)__seed375__fold2,1,1,0.272879,0.000000,0.996019,0.997350,0.990503
Ours (Atlas+AnatDist)__seed375__fold2,2,1,0.271618,0.000000,0.995086,0.996500,0.989994
Ours (Atlas+AnatDist)__seed375__fold2,1,0,0.193847,0.000000,0.903150,0.902856,0.856990
Ours (Atlas+AnatDist)__seed375__fold2,0,1,0.212014,0.000000,0.964937,0.963499,0.919693
Ours (Atlas+AnatDist)__seed375__fold2,1,0,0.204148,0.000000,0.951618,0.948381,0.892817
Ours (Atlas+AnatDist)__seed375__fold2,1,1,0.237562,0.000000,0.979241,0.978712,0.943468
Ours (Atlas+AnatDist)__seed375__fold2,1,0,0.246562,0.200000,0.946339,0.946538,0.917866
Ours (Atlas+AnatDist)__seed375__fold2,0,0,0.236573,0.200000,0.957604,0.957579,0.926068
Ours (Atlas+AnatDist)__seed375__fold2,0,0,0.250942,0.200000,0.964408,0.964136,0.937811
Ours (Atlas+AnatDist)__seed375__fold2,2,2,0.392955,0.600000,0.874423,0.878136,0.915302
Ours (Atlas+AnatDist)__seed375__fold2,1,1,0.179515,0.000000,0.889075,0.886379,0.816774
Ours (Atlas+AnatDist)__seed375__fold2,2,2,0.324043,0.400000,0.917302,0.922045,0.960071
Ours (Atlas+AnatDist)__seed375__fold2,0,0,0.219079,0.000000,0.939318,0.938452,0.896845
Ours (Atlas+AnatDist)__seed375__fold2,2,2,0.338850,0.600000,0.951860,0.954967,0.979735
Ours (Atlas+AnatDist)__seed375__fold2,0,0,0.189516,0.000000,0.903690,0.900427,0.828457
Ours (Atlas+AnatDist)__seed375__fold2,1,1,0.244502,0.000000,0.988977,0.989539,0.969322
Ours (Atlas+AnatDist)__seed375__fold2,0,0,0.240638,0.200000,0.965935,0.965374,0.930632
Ours (Atlas+AnatDist)__seed375__fold2,0,1,0.249260,0.000000,0.974311,0.974208,0.943497
Ours (Atlas+AnatDist)__seed375__fold2,1,0,0.201190,0.000000,0.949505,0.948691,0.905290
Ours (Atlas+AnatDist)__seed375__fold2,0,0,0.207610,0.000000,0.947630,0.946521,0.905661
Ours (Atlas+AnatDist)__seed375__fold2,1,1,0.291050,0.400000,0.979211,0.982095,0.996122
Ours (Atlas+AnatDist)__seed375__fold2,0,1,0.232861,0.000000,0.958665,0.957023,0.910863
Ours (Atlas+AnatDist)__seed375__fold2,0,1,0.255708,0.000000,0.982075,0.981746,0.955258
Ours (Atlas+AnatDist)__seed375__fold2,2,1,0.251515,0.000000,0.995408,0.995543,0.974432
Ours (Atlas+AnatDist)__seed375__fold2,2,1,0.185535,0.000000,0.918814,0.916228,0.852430
Ours (Atlas+AnatDist)__seed375__fold2,1,1,0.197004,0.000000,0.935372,0.933219,0.875385
Ours (Atlas+AnatDist)__seed375__fold2,1,0,0.238807,0.200000,0.972357,0.973032,0.947090
Ours (Atlas+AnatDist)__seed375__fold2,1,2,0.334979,0.600000,0.959898,0.962755,0.983703
Ours (Atlas+AnatDist)__seed375__fold2,2,2,0.337995,0.400000,0.918960,0.922941,0.959938
Ours (Atlas+AnatDist)__seed375__fold2,1,1,0.241556,0.000000,0.985708,0.986425,0.965974
Ours (Atlas+AnatDist)__seed375__fold2,1,1,0.228883,0.000000,0.972075,0.971449,0.934292
Ours (Atlas+AnatDist)__seed375__fold2,1,1,0.251575,0.000000,0.958347,0.957308,0.917593
Ours (Atlas+AnatDist)__seed375__fold2,1,0,0.215410,0.000000,0.959915,0.958521,0.919520
Ours (Atlas+AnatDist)__seed375__fold2,1,1,0.247120,0.000000,0.988679,0.987778,0.957441
Ours (Atlas+AnatDist)__seed375__fold2,0,1,0.248926,0.200000,0.940065,0.939546,0.898873
Ours (Atlas+AnatDist)__seed375__fold2,1,1,0.180408,0.000000,0.898981,0.896672,0.828728
Ours (Atlas+AnatDist)__seed375__fold2,0,0,0.214563,0.000000,0.947987,0.946429,0.897818
Ours (Atlas+AnatDist)__seed375__fold2,0,0,0.255197,0.000000,0.977987,0.978176,0.954907
Ours (Atlas+AnatDist)__seed375__fold2,1,1,0.259836,0.000000,0.987853,0.988451,0.967096
Ours (Atlas+AnatDist)__seed375__fold2,0,0,0.217274,0.000000,0.963011,0.961831,0.922983
Ours (Atlas+AnatDist)__seed375__fold2,1,1,0.210767,0.000000,0.908735,0.909492,0.865987
Ours (Atlas+AnatDist)__seed375__fold2,1,1,0.265432,0.000000,0.993355,0.994778,0.985098
Ours (Atlas+AnatDist)__seed375__fold2,1,0,0.213001,0.200000,0.900332,0.899119,0.847541
Ours (Atlas+AnatDist)__seed375__fold2,1,1,0.203949,0.000000,0.939394,0.938043,0.889983
Ours (Atlas+AnatDist)__seed375__fold2,1,1,0.285867,0.400000,0.983363,0.986064,0.996223
Ours (Atlas+AnatDist)__seed375__fold2,1,1,0.213167,0.000000,0.972225,0.971296,0.929049
Ours (Atlas+AnatDist)__seed375__fold2,0,0,0.244047,0.200000,0.954915,0.953497,0.911380
Ours (Atlas+AnatDist)__seed375__fold2,1,0,0.215065,0.000000,0.962609,0.963789,0.938872
Ours (Atlas+AnatDist)__seed375__fold2,2,1,0.268868,0.400000,0.990084,0.991546,0.980359
Ours (Atlas+AnatDist)__seed375__fold2,1,1,0.283654,0.200000,0.985358,0.988089,0.997192
Ours (Atlas+AnatDist)__seed375__fold3,1,1,0.304152,0.400000,0.981120,0.980913,0.963093
Ours (Atlas+AnatDist)__seed375__fold3,2,2,0.290331,0.400000,0.988880,0.990973,0.997629
Ours (Atlas+AnatDist)__seed375__fold3,1,1,0.273773,0.200000,0.992297,0.991953,0.975263
Ours (Atlas+AnatDist)__seed375__fold3,0,1,0.277454,0.200000,0.994270,0.995554,0.990680
Ours (Atlas+AnatDist)__seed375__fold3,1,1,0.263497,0.200000,0.982993,0.982972,0.963634
Ours (Atlas+AnatDist)__seed375__fold3,1,1,0.302282,0.400000,0.982214,0.984844,0.996285
Ours (Atlas+AnatDist)__seed375__fold3,1,1,0.273717,0.200000,0.994806,0.994632,0.979821
Ours (Atlas+AnatDist)__seed375__fold3,0,0,0.262579,0.200000,0.977744,0.977525,0.953862
Ours (Atlas+AnatDist)__seed375__fold3,0,1,0.273641,0.200000,0.996113,0.996321,0.984151
Ours (Atlas+AnatDist)__seed375__fold3,2,1,0.273003,0.000000,0.992427,0.991922,0.971902
Ours (Atlas+AnatDist)__seed375__fold3,1,1,0.270716,0.200000,0.991535,0.990686,0.967247
Ours (Atlas+AnatDist)__seed375__fold3,2,1,0.302257,0.400000,0.981627,0.984028,0.993851
Ours (Atlas+AnatDist)__seed375__fold3,0,1,0.269512,0.200000,0.992797,0.991817,0.970996
Ours (Atlas+AnatDist)__seed375__fold3,2,2,0.304453,0.600000,0.976400,0.979336,0.996815
Ours (Atlas+AnatDist)__seed375__fold3,0,1,0.271240,0.200000,0.975734,0.974938,0.951810
Ours (Atlas+AnatDist)__seed375__fold3,1,1,0.293390,0.400000,0.990753,0.992533,0.994131
Ours (Atlas+AnatDist)__seed375__fold3,0,1,0.257044,0.000000,0.986519,0.985094,0.954844
Ours (Atlas+AnatDist)__seed375__fold3,0,0,0.259983,0.000000,0.990572,0.989942,0.968082
Ours (Atlas+AnatDist)__seed375__fold3,1,0,0.259120,0.200000,0.983389,0.982240,0.953538
Ours (Atlas+AnatDist)__seed375__fold3,0,1,0.277832,0.200000,0.994229,0.995166,0.987483
Ours (Atlas+AnatDist)__seed375__fold3,1,1,0.297222,0.400000,0.987311,0.989569,0.996925
Ours (Atlas+AnatDist)__seed375__fold3,0,0,0.274164,0.200000,0.995065,0.995748,0.986580
Ours (Atlas+AnatDist)__seed375__fold3,0,0,0.266861,0.200000,0.993389,0.993281,0.977359
Ours (Atlas+AnatDist)__seed375__fold3,2,2,0.295836,0.600000,0.974074,0.977062,0.994769
Ours (Atlas+AnatDist)__seed375__fold3,2,1,0.272236,0.400000,0.991323,0.990669,0.968087
Ours (Atlas+AnatDist)__seed375__fold3,1,0,0.271114,0.200000,0.977376,0.975963,0.947419
Ours (Atlas+AnatDist)__seed375__fold3,1,2,0.298794,0.400000,0.979112,0.981981,0.997208
Ours (Atlas+AnatDist)__seed375__fold3,1,0,0.274470,0.400000,0.980707,0.978910,0.950021
Ours (Atlas+AnatDist)__seed375__fold3,2,2,0.307406,0.600000,0.972282,0.975474,0.994565
Ours (Atlas+AnatDist)__seed375__fold3,1,1,0.285268,0.400000,0.989307,0.989891,0.980131
Ours (Atlas+AnatDist)__seed375__fold3,1,1,0.287959,0.200000,0.993748,0.995001,0.993163
Ours (Atlas+AnatDist)__seed375__fold3,1,0,0.258610,0.000000,0.986822,0.985425,0.962618
Ours (Atlas+AnatDist)__seed375__fold3,1,0,0.273888,0.400000,0.990704,0.990753,0.975094
Ours (Atlas+AnatDist)__seed375__fold3,1,2,0.300040,0.600000,0.981061,0.983882,0.997605
Ours (Atlas+AnatDist)__seed375__fold3,0,0,0.277892,0.200000,0.994614,0.995461,0.990808
Ours (Atlas+AnatDist)__seed375__fold3,1,1,0.275394,0.200000,0.993747,0.993883,0.982034
Ours (Atlas+AnatDist)__seed375__fold3,0,0,0.261502,0.000000,0.986109,0.985389,0.961030
Ours (Atlas+AnatDist)__seed375__fold3,0,1,0.284591,0.200000,0.995220,0.995610,0.985574
Ours (Atlas+AnatDist)__seed375__fold3,1,2,0.301840,0.400000,0.982330,0.984986,0.996714
Ours (Atlas+AnatDist)__seed375__fold3,0,0,0.270577,0.200000,0.992118,0.991978,0.975209
Ours (Atlas+AnatDist)__seed375__fold3,1,1,0.285384,0.200000,0.994988,0.995694,0.989053
Ours (Atlas+AnatDist)__seed375__fold3,1,1,0.280762,0.200000,0.994438,0.994332,0.981403
Ours (Atlas+AnatDist)__seed375__fold3,1,1,0.289457,0.200000,0.993163,0.994510,0.993494
Ours (Atlas+AnatDist)__seed375__fold3,1,1,0.277886,0.000000,0.993628,0.994391,0.991118
Ours (Atlas+AnatDist)__seed375__fold3,1,1,0.278827,0.400000,0.979659,0.978636,0.956937
Ours (Atlas+AnatDist)__seed375__fold3,1,1,0.298180,0.200000,0.984605,0.986979,0.996055
Ours (Atlas+AnatDist)__seed375__fold3,0,0,0.269594,0.200000,0.988499,0.987596,0.971214
Ours (Atlas+AnatDist)__seed375__fold3,1,1,0.277354,0.400000,0.984166,0.983813,0.961333
Ours (Atlas+AnatDist)__seed375__fold3,2,1,0.297203,0.200000,0.986068,0.988261,0.994868
Ours (Atlas+AnatDist)__seed375__fold3,1,2,0.301244,0.400000,0.981691,0.984349,0.995067
Ours (Atlas+AnatDist)__seed375__fold4,1,0,0.256962,0.000000,0.990918,0.992930,0.992971
Ours (Atlas+AnatDist)__seed375__fold4,2,2,0.300418,0.600000,0.987094,0.989140,0.997767
Ours (Atlas+AnatDist)__seed375__fold4,1,1,0.245168,0.000000,0.979911,0.982972,0.987875
Ours (Atlas+AnatDist)__seed375__fold4,0,0,0.267770,0.000000,0.991910,0.993763,0.994389
Ours (Atlas+AnatDist)__seed375__fold4,1,1,0.255623,0.000000,0.986044,0.988615,0.990372
Ours (Atlas+AnatDist)__seed375__fold4,1,2,0.302059,0.600000,0.985590,0.987856,0.996829
Ours (Atlas+AnatDist)__seed375__fold4,1,0,0.252120,0.000000,0.992392,0.993951,0.989808
Ours (Atlas+AnatDist)__seed375__fold4,0,0,0.266710,0.000000,0.992939,0.994632,0.994530
Ours (Atlas+AnatDist)__seed375__fold4,0,0,0.264122,0.000000,0.994298,0.995584,0.991837
Ours (Atlas+AnatDist)__seed375__fold4,2,0,0.259208,0.000000,0.992229,0.994141,0.993157
Ours (Atlas+AnatDist)__seed375__fold4,1,1,0.246710,0.000000,0.981976,0.984955,0.989989
Ours (Atlas+AnatDist)__seed375__fold4,2,2,0.298259,0.600000,0.986810,0.988943,0.998530
Ours (Atlas+AnatDist)__seed375__fold4,0,0,0.255043,0.000000,0.991437,0.993365,0.992141
Ours (Atlas+AnatDist)__seed375__fold4,2,2,0.302566,0.600000,0.986758,0.988654,0.997630
Ours (Atlas+AnatDist)__seed375__fold4,0,0,0.269905,0.000000,0.992941,0.994317,0.993080
Ours (Atlas+AnatDist)__seed375__fold4,1,1,0.270906,0.000000,0.988402,0.990690,0.992915
Ours (Atlas+AnatDist)__seed375__fold4,0,0,0.268846,0.000000,0.992035,0.993948,0.995897
Ours (Atlas+AnatDist)__seed375__fold4,0,1,0.263682,0.000000,0.991955,0.993865,0.993376
Ours (Atlas+AnatDist)__seed375__fold4,1,1,0.283043,0.200000,0.984359,0.986793,0.990319
Ours (Atlas+AnatDist)__seed375__fold4,0,0,0.264235,0.000000,0.990759,0.992832,0.994615
Ours (Atlas+AnatDist)__seed375__fold4,1,2,0.277438,0.200000,0.990077,0.992252,0.997274
Ours (Atlas+AnatDist)__seed375__fold4,0,0,0.267873,0.000000,0.991102,0.993207,0.995828
Ours (Atlas+AnatDist)__seed375__fold4,0,0,0.262618,0.000000,0.992759,0.994605,0.992338
Ours (Atlas+AnatDist)__seed375__fold4,2,2,0.298999,0.600000,0.986884,0.989104,0.995927
Ours (Atlas+AnatDist)__seed375__fold4,2,1,0.278453,0.400000,0.986147,0.988564,0.991077
Ours (Atlas+AnatDist)__seed375__fold4,1,1,0.258169,0.000000,0.989265,0.991078,0.988563
Ours (Atlas+AnatDist)__seed375__fold4,1,0,0.262829,0.000000,0.988888,0.991120,0.994410
Ours (Atlas+AnatDist)__seed375__fold4,1,0,0.274621,0.000000,0.991329,0.993415,0.996724
Ours (Atlas+AnatDist)__seed375__fold4,2,2,0.278175,0.400000,0.990373,0.992477,0.995450
Ours (Atlas+AnatDist)__seed375__fold4,1,1,0.260857,0.000000,0.991706,0.993632,0.991768
Ours (Atlas+AnatDist)__seed375__fold4,1,1,0.251225,0.000000,0.988580,0.990920,0.990910
Ours (Atlas+AnatDist)__seed375__fold4,1,1,0.251992,0.000000,0.988128,0.990300,0.988651
Ours (Atlas+AnatDist)__seed375__fold4,1,2,0.285360,0.400000,0.989233,0.991441,0.998275
Ours (Atlas+AnatDist)__seed375__fold4,1,1,0.260513,0.000000,0.987540,0.990017,0.993265
Ours (Atlas+AnatDist)__seed375__fold4,0,0,0.261709,0.000000,0.990428,0.992562,0.993793
Ours (Atlas+AnatDist)__seed375__fold4,1,2,0.294848,0.600000,0.987693,0.989830,0.998613
Ours (Atlas+AnatDist)__seed375__fold4,0,1,0.254686,0.000000,0.989042,0.991141,0.989365
Ours (Atlas+AnatDist)__seed375__fold4,0,0,0.269819,0.000000,0.994797,0.996265,0.993390
Ours (Atlas+AnatDist)__seed375__fold4,1,1,0.265604,0.000000,0.988943,0.991172,0.992958
Ours (Atlas+AnatDist)__seed375__fold4,0,1,0.276477,0.200000,0.990118,0.992375,0.997271
Ours (Atlas+AnatDist)__seed375__fold4,1,1,0.264002,0.000000,0.990236,0.992319,0.991821
Ours (Atlas+AnatDist)__seed375__fold4,1,0,0.255261,0.000000,0.991757,0.993614,0.991672
Ours (Atlas+AnatDist)__seed375__fold4,1,0,0.257643,0.200000,0.991739,0.993480,0.991569
Ours (Atlas+AnatDist)__seed375__fold4,1,1,0.270651,0.200000,0.992551,0.994254,0.993877
Ours (Atlas+AnatDist)__seed375__fold4,1,1,0.280458,0.400000,0.993071,0.994475,0.991997
Ours (Atlas+AnatDist)__seed375__fold4,1,1,0.263084,0.000000,0.992299,0.994009,0.992020
Ours (Atlas+AnatDist)__seed375__fold4,0,0,0.273585,0.000000,0.990332,0.992519,0.997140
Ours (Atlas+AnatDist)__seed375__fold4,1,1,0.275436,0.400000,0.990206,0.991962,0.992865
Ours (Atlas+AnatDist)__seed375__fold4,2,2,0.302803,0.800000,0.987285,0.989155,0.997468
Ours (Atlas+AnatDist)__seed375__fold4,1,1,0.255511,0.000000,0.989082,0.991393,0.991666
Ours (Atlas+AnatDist)__seed42__fold0,0,1,0.281082,0.200000,0.993827,0.994612,0.983873
Ours (Atlas+AnatDist)__seed42__fold0,2,1,0.287658,0.200000,0.992652,0.993813,0.986467
Ours (Atlas+AnatDist)__seed42__fold0,2,1,0.285414,0.200000,0.993679,0.995223,0.991821
Ours (Atlas+AnatDist)__seed42__fold0,1,1,0.285186,0.200000,0.991019,0.992101,0.983865
Ours (Atlas+AnatDist)__seed42__fold0,1,1,0.265391,0.200000,0.978757,0.976803,0.943619
Ours (Atlas+AnatDist)__seed42__fold0,0,0,0.268482,0.200000,0.981012,0.979347,0.955108
Ours (Atlas+AnatDist)__seed42__fold0,1,0,0.259991,0.200000,0.950000,0.946093,0.908353
Ours (Atlas+AnatDist)__seed42__fold0,0,1,0.283099,0.200000,0.992264,0.993161,0.984273
Ours (Atlas+AnatDist)__seed42__fold0,1,1,0.268457,0.200000,0.954559,0.951888,0.920025
Ours (Atlas+AnatDist)__seed42__fold0,0,0,0.264575,0.200000,0.977457,0.975172,0.943692
Ours (Atlas+AnatDist)__seed42__fold0,1,1,0.263886,0.200000,0.981918,0.980087,0.948128
Ours (Atlas+AnatDist)__seed42__fold0,0,0,0.266948,0.200000,0.963276,0.961435,0.937807
Ours (Atlas+AnatDist)__seed42__fold0,0,1,0.274119,0.200000,0.985684,0.985017,0.963674
Ours (Atlas+AnatDist)__seed42__fold0,1,1,0.274816,0.200000,0.989619,0.989368,0.965932
Ours (Atlas+AnatDist)__seed42__fold0,1,1,0.271967,0.200000,0.983438,0.982087,0.953074
Ours (Atlas+AnatDist)__seed42__fold0,1,2,0.282301,0.200000,0.981415,0.984414,0.992200
Ours (Atlas+AnatDist)__seed42__fold0,2,1,0.276970,0.200000,0.994500,0.995062,0.981371
Ours (Atlas+AnatDist)__seed42__fold0,1,1,0.270308,0.200000,0.951887,0.950192,0.925821
Ours (Atlas+AnatDist)__seed42__fold0,0,0,0.279445,0.200000,0.985232,0.984017,0.959728
Ours (Atlas+AnatDist)__seed42__fold0,1,1,0.273339,0.200000,0.981124,0.980383,0.956685
Ours (Atlas+AnatDist)__seed42__fold0,2,1,0.271043,0.200000,0.993414,0.992711,0.969544
Ours (Atlas+AnatDist)__seed42__fold0,1,1,0.275534,0.200000,0.993644,0.993765,0.977525
Ours (Atlas+AnatDist)__seed42__fold0,1,1,0.276943,0.200000,0.996200,0.996984,0.990688
Ours (Atlas+AnatDist)__seed42__fold0,0,1,0.270642,0.200000,0.994025,0.993362,0.969721
Ours (Atlas+AnatDist)__seed42__fold0,1,0,0.265336,0.200000,0.972301,0.969932,0.927947
Ours (Atlas+AnatDist)__seed42__fold0,0,0,0.267391,0.200000,0.979153,0.977547,0.952189
Ours (Atlas+AnatDist)__seed42__fold0,2,1,0.279464,0.200000,0.994727,0.995139,0.981253
Ours (Atlas+AnatDist)__seed42__fold0,1,1,0.284013,0.400000,0.988938,0.988933,0.975433
Ours (Atlas+AnatDist)__seed42__fold0,1,1,0.284905,0.200000,0.993279,0.994843,0.989322
Ours (Atlas+AnatDist)__seed42__fold0,1,1,0.282228,0.000000,0.991305,0.992917,0.990411
Ours (Atlas+AnatDist)__seed42__fold0,2,1,0.276187,0.200000,0.994542,0.994559,0.978366
Ours (Atlas+AnatDist)__seed42__fold0,1,1,0.286383,0.200000,0.991695,0.991993,0.976541
Ours (Atlas+AnatDist)__seed42__fold0,1,2,0.279003,0.000000,0.990484,0.992696,0.993719
Ours (Atlas+AnatDist)__seed42__fold0,2,1,0.281512,0.200000,0.995109,0.996060,0.987612
Ours (Atlas+AnatDist)__seed42__fold0,0,1,0.268290,0.200000,0.984155,0.982843,0.953753
Ours (Atlas+AnatDist)__seed42__fold0,2,1,0.281915,0.200000,0.994238,0.995315,0.987055
Ours (Atlas+AnatDist)__seed42__fold0,1,1,0.284618,0.200000,0.993523,0.994685,0.988393
Ours (Atlas+AnatDist)__seed42__fold0,1,1,0.263337,0.200000,0.977843,0.975887,0.941468
